gene	n_pairs_any	n_variants_any	median_tumor_AF	median_tumor_DP	median_normal_AF	median_normal_DP	pairs_any	caution_reason_symbol	n_pairs_high	n_high	n_pairs_moderate	n_moderate	n_pairs_low	n_low	n_pairs_modifier	n_modifier	n_pairs_low_splice_region	n_low_splice_region	n_pairs_functional_strict	n_functional_strict	n_pairs_functional_extended	n_functional_extended	has_symbol_caution	caution_reason_data	caution_reason	has_caution_flag	unbiased_somatic_gene_score	unbiased_somatic_gene_score_caution_adjusted
CRAMP1	2	3	0.096	46.0	0.038	37.0	candidate_kenya_pair_013,candidate_kenya_pair_020	possible_pseudogene_symbol	1	1	0	0	1	1	1	1	1	1	1	1	2	2	True	.	possible_pseudogene_symbol	True	12	7
AGAP2	2	3	0.084	94.0	0.019	80.0	candidate_kenya_pair_010,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	2	2	0	0	1	1	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
AKAP13	2	2	0.1625	117.5	0.026999999999999996	83.0	candidate_kenya_pair_013,candidate_kenya_pair_016	possible_pseudogene_symbol	0	0	2	2	0	0	0	0	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
AKAP6	3	4	0.2375	74.5	0.031	44.5	candidate_kenya_pair_006,candidate_kenya_pair_019,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	2	2	2	2	0	0	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
ALMS1	2	2	0.52	165.0	0.019	78.5	candidate_kenya_pair_006,candidate_kenya_pair_015	noncoding_or_immunoglobulin_like_prefix	0	0	2	2	0	0	0	0	0	0	2	2	2	2	True	.	noncoding_or_immunoglobulin_like_prefix	True	12	7
ALOX15B	2	2	0.045	204.5	0.014177	178.0	candidate_kenya_pair_013,candidate_kenya_pair_017	noncoding_or_immunoglobulin_like_prefix	0	0	2	2	0	0	0	0	0	0	2	2	2	2	True	.	noncoding_or_immunoglobulin_like_prefix	True	12	7
ALPG	3	3	0.039	219.0	0.021	104.0	candidate_kenya_pair_001,candidate_kenya_pair_004,candidate_kenya_pair_014	noncoding_or_immunoglobulin_like_prefix	0	0	2	2	0	0	1	1	0	0	2	2	2	2	True	.	noncoding_or_immunoglobulin_like_prefix	True	12	7
APLP1	4	4	0.09	66.5	0.0545	26.0	candidate_kenya_pair_004,candidate_kenya_pair_014,candidate_kenya_pair_018,candidate_kenya_pair_020	noncoding_or_immunoglobulin_like_prefix;possible_pseudogene_symbol	0	0	2	2	0	0	2	2	0	0	2	2	2	2	True	.	noncoding_or_immunoglobulin_like_prefix;possible_pseudogene_symbol	True	12	7
ARHGAP18	2	3	0.096	113.0	0.014	105.0	candidate_kenya_pair_003,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	2	2	1	1	0	0	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
ARHGAP32	3	3	0.067	61.0	0.034	45.0	candidate_kenya_pair_009,candidate_kenya_pair_013,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	2	2	0	0	1	1	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
CAMSAP3	3	3	0.11	52.0	0.064	23.0	candidate_kenya_pair_019,candidate_kenya_pair_020,candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	2	2	0	0	1	1	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
CFAP43	3	3	0.27	64.0	0.037	34.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	2	2	0	0	1	1	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
CFAP44	4	4	0.077	82.5	0.0325	45.0	candidate_kenya_pair_007,candidate_kenya_pair_009,candidate_kenya_pair_013,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	2	2	0	0	2	2	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
CFAP57	2	3	0.657	110.0	0.018	88.0	candidate_kenya_pair_006,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	2	2	1	1	0	0	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
CFAP65	4	5	0.125	82.0	0.029	50.0	candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_017	possible_pseudogene_symbol	0	0	2	2	0	0	3	3	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
CIRBP	2	2	0.10700000000000001	52.5	0.07050000000000001	20.5	candidate_kenya_pair_003,candidate_kenya_pair_007	possible_pseudogene_symbol	0	0	2	2	0	0	0	0	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
EZHIP	2	2	0.08399999999999999	186.0	0.017903	111.0	candidate_kenya_pair_003,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	2	2	0	0	0	0	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
KRTAP10-4	2	2	0.11299999999999999	1074.5	0.003129	517.0	candidate_kenya_pair_002,candidate_kenya_pair_006	multi_gene_or_interval_annotation	0	0	2	2	0	0	0	0	0	0	2	2	2	2	True	.	multi_gene_or_interval_annotation	True	12	7
LRRFIP2	2	4	0.9724999999999999	109.5	0.026500000000000003	61.5	candidate_kenya_pair_001,candidate_kenya_pair_006	possible_pseudogene_symbol	0	0	2	2	0	0	1	2	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
PARP14	3	3	0.052	113.0	0.031	45.0	candidate_kenya_pair_017,candidate_kenya_pair_018,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	2	2	0	0	1	1	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
SNCAIP	3	3	0.088	145.0	0.024	64.0	candidate_kenya_pair_013,candidate_kenya_pair_018,candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	2	2	0	0	1	1	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
TNIP1	2	2	0.0795	78.5	0.035500000000000004	29.5	candidate_kenya_pair_014,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	2	2	0	0	0	0	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
TRRAP	2	2	0.08499999999999999	180.0	0.0245	75.0	candidate_kenya_pair_001,candidate_kenya_pair_003	possible_pseudogene_symbol	0	0	2	2	0	0	0	0	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
UGP2	2	2	0.1675	97.0	0.0245	61.0	candidate_kenya_pair_003,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	2	2	0	0	0	0	0	0	2	2	2	2	True	.	possible_pseudogene_symbol	True	12	7
CRMP1	2	3	0.068	250.0	0.014	113.0	candidate_kenya_pair_003,candidate_kenya_pair_012	possible_pseudogene_symbol	1	1	1	1	0	0	1	1	0	0	1	2	1	2	True	.	possible_pseudogene_symbol	True	12	7
MRAP	1	2	0.1135	316.0	0.011	132.0	candidate_kenya_pair_005	possible_pseudogene_symbol	1	1	1	1	0	0	0	0	0	0	1	2	1	2	True	.	possible_pseudogene_symbol	True	12	7
ZP3	1	2	0.041	286.5	0.0115	131.5	candidate_kenya_pair_006	possible_pseudogene_symbol	1	1	1	1	0	0	0	0	0	0	1	2	1	2	True	.	possible_pseudogene_symbol	True	12	7
FCGBP	2	10	0.2845	189.0	0.008804	219.0	candidate_kenya_pair_001,candidate_kenya_pair_006	possible_pseudogene_symbol	0	0	1	7	1	1	2	2	0	0	1	7	1	7	True	.	possible_pseudogene_symbol	True	12	7
ATAD3B	2	10	0.183	252.5	0.016	99.5	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	1	2	1	2	2	6	1	1	1	2	1	3	False	.	.	False	7	7
ADAMTS7	3	4	0.1205	32.0	0.056499999999999995	20.0	candidate_kenya_pair_003,candidate_kenya_pair_009,candidate_kenya_pair_021	.	0	0	1	2	1	1	1	1	0	0	1	2	1	2	False	.	.	False	7	7
ANKRD18B	3	5	0.194	35.0	0.066	20.0	candidate_kenya_pair_006,candidate_kenya_pair_012,candidate_kenya_pair_014	.	0	0	1	2	0	0	3	3	0	0	1	2	1	2	False	.	.	False	7	7
ATM	1	2	0.172	83.0	0.027999999999999997	56.0	candidate_kenya_pair_013	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
CGB7	1	2	0.101	99.0	0.043	33.0	candidate_kenya_pair_020	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
CNTNAP3B	2	4	0.2415	152.5	0.049	43.5	candidate_kenya_pair_006,candidate_kenya_pair_007	.	0	0	1	2	1	1	1	1	0	0	1	2	1	2	False	.	.	False	7	7
FREM2	2	4	0.05	130.0	0.021	76.0	candidate_kenya_pair_013,candidate_kenya_pair_021	.	0	0	1	2	0	0	1	2	0	0	1	2	1	2	False	.	.	False	7	7
HRNR	1	2	0.2135	570.5	0.015799	265.0	candidate_kenya_pair_006	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
MED1	1	3	0.086	788.0	0.063	21.0	candidate_kenya_pair_007	.	0	0	1	2	0	0	1	1	0	0	1	2	1	2	False	.	.	False	7	7
MKI67	1	2	0.9844999999999999	215.0	0.014499999999999999	108.0	candidate_kenya_pair_006	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
MYOM3	2	3	0.062	167.0	0.011	134.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	1	2	0	0	1	1	0	0	1	2	1	2	False	.	.	False	7	7
NALCN	2	3	0.155	76.0	0.025	54.0	candidate_kenya_pair_004,candidate_kenya_pair_016	.	0	0	1	2	0	0	1	1	0	0	1	2	1	2	False	.	.	False	7	7
NECTIN1	1	2	0.0325	288.5	0.0059055	257.0	candidate_kenya_pair_008	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
NPIPB15	1	2	0.3015	433.5	0.011243	148.0	candidate_kenya_pair_006	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
OR52K2	1	2	0.9855	249.5	0.0102435	142.5	candidate_kenya_pair_006	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
PCYOX1	1	2	0.095	102.0	0.0175	95.0	candidate_kenya_pair_013	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
PHC3	1	3	0.039	105.0	0.041	34.0	candidate_kenya_pair_003	.	0	0	1	2	0	0	1	1	0	0	1	2	1	2	False	.	.	False	7	7
PLEC	2	3	0.048	167.0	0.012	120.0	candidate_kenya_pair_013,candidate_kenya_pair_014	.	0	0	1	2	0	0	1	1	0	0	1	2	1	2	False	.	.	False	7	7
PRAMEF14	1	2	0.193	145.0	0.0475	38.5	candidate_kenya_pair_006	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
PSD3	2	3	0.091	93.0	0.016	94.0	candidate_kenya_pair_013,candidate_kenya_pair_018	.	0	0	1	2	0	0	1	1	0	0	1	2	1	2	False	.	.	False	7	7
RFPL4A	2	3	0.167	25.0	0.077	13.0	candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	1	2	0	0	1	1	0	0	1	2	1	2	False	.	.	False	7	7
SORD	1	3	0.064	134.0	0.02	80.0	candidate_kenya_pair_006	.	0	0	1	2	0	0	1	1	0	0	1	2	1	2	False	.	.	False	7	7
SPATC1	2	3	0.042	192.0	0.008594	171.0	candidate_kenya_pair_001,candidate_kenya_pair_013	.	0	0	1	2	0	0	1	1	0	0	1	2	1	2	False	.	.	False	7	7
SSH2	5	7	0.079	82.0	0.035	39.0	candidate_kenya_pair_004,candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_021	.	0	0	1	2	0	0	4	5	0	0	1	2	1	2	False	.	.	False	7	7
THRA	2	6	0.35850000000000004	88.0	0.026	82.5	candidate_kenya_pair_013,candidate_kenya_pair_017	.	0	0	1	2	0	0	2	4	0	0	1	2	1	2	False	.	.	False	7	7
TRAFD1	2	4	0.063	133.5	0.0171525	113.0	candidate_kenya_pair_004,candidate_kenya_pair_013	.	0	0	1	2	0	0	2	2	0	0	1	2	1	2	False	.	.	False	7	7
ULK4	4	6	0.1965	79.0	0.0215	68.5	candidate_kenya_pair_002,candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_019	.	0	0	1	2	0	0	3	4	0	0	1	2	1	2	False	.	.	False	7	7
VAC14	1	2	0.3295	111.5	0.013	113.5	candidate_kenya_pair_013	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
ZNF518B	1	2	0.971	106.5	0.0225	61.5	candidate_kenya_pair_006	.	0	0	1	2	0	0	0	0	0	0	1	2	1	2	False	.	.	False	7	7
CCDC144A	6	6	0.1085	48.0	0.029500000000000002	47.0	candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_008,candidate_kenya_pair_013,candidate_kenya_pair_017,candidate_kenya_pair_020	.	0	0	0	0	3	3	3	3	2	2	0	0	2	2	False	.	.	False	6	6
CLCN4	3	3	0.086	65.0	0.033	40.0	candidate_kenya_pair_004,candidate_kenya_pair_012,candidate_kenya_pair_013	.	0	0	0	0	2	2	1	1	2	2	0	0	2	2	False	.	.	False	6	6
GAPDH	2	2	0.053	104.0	0.0155	70.0	candidate_kenya_pair_004,candidate_kenya_pair_017	.	0	0	0	0	2	2	0	0	2	2	0	0	2	2	False	.	.	False	6	6
HIF3A	3	3	0.186	50.0	0.063	21.0	candidate_kenya_pair_006,candidate_kenya_pair_010,candidate_kenya_pair_020	.	0	0	0	0	2	2	1	1	2	2	0	0	2	2	False	.	.	False	6	6
PRIM2	3	5	0.24	49.0	0.056	23.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_012	.	0	0	0	0	2	2	2	3	2	2	0	0	2	2	False	.	.	False	6	6
ADGB	1	2	0.088	134.5	0.017	92.5	candidate_kenya_pair_013	.	0	0	1	1	1	1	0	0	1	1	1	1	1	2	False	.	.	False	6	6
AHNAK2	1	2	0.1255	350.0	0.011238	151.5	candidate_kenya_pair_007	.	0	0	1	1	1	1	0	0	1	1	1	1	1	2	False	.	.	False	6	6
CDC25B	1	2	0.077	37.5	0.035500000000000004	44.0	candidate_kenya_pair_006	.	0	0	1	1	1	1	0	0	1	1	1	1	1	2	False	.	.	False	6	6
LPCAT4	1	2	0.07300000000000001	72.5	0.0385	36.0	candidate_kenya_pair_004	.	0	0	1	1	1	1	0	0	1	1	1	1	1	2	False	.	.	False	6	6
PIP5K1C	2	3	0.089	82.0	0.035	32.0	candidate_kenya_pair_008,candidate_kenya_pair_013	.	0	0	1	1	1	1	1	1	1	1	1	1	1	2	False	.	.	False	6	6
RHBDL2	1	3	0.095	127.0	0.011	130.0	candidate_kenya_pair_013	.	0	0	1	1	1	1	1	1	1	1	1	1	1	2	False	.	.	False	6	6
VWF	4	6	0.16349999999999998	126.5	0.0235	66.5	candidate_kenya_pair_006,candidate_kenya_pair_011,candidate_kenya_pair_012,candidate_kenya_pair_018	.	0	0	1	1	2	2	2	3	1	1	1	1	1	2	False	.	.	False	6	6
A2M	1	3	0.124	34.0	0.032	35.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	1	2	0	0	1	1	1	1	False	.	.	False	6	6
AAAS	1	1	0.061	109.0	0.033	39.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
AADACL3	2	5	0.169	94.0	0.022	63.0	candidate_kenya_pair_005,candidate_kenya_pair_016	.	0	0	1	1	1	1	2	3	0	0	1	1	1	1	False	.	.	False	6	6
AARD	1	1	0.041	120.0	0.011	141.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
AASS	2	2	0.1245	75.0	0.048	36.5	candidate_kenya_pair_003,candidate_kenya_pair_004	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ABCA13	4	5	0.083	66.0	0.022	69.0	candidate_kenya_pair_003,candidate_kenya_pair_015,candidate_kenya_pair_019,candidate_kenya_pair_020	.	0	0	1	1	1	1	3	3	0	0	1	1	1	1	False	.	.	False	6	6
ABCA2	2	2	0.07150000000000001	70.5	0.027000000000000003	44.0	candidate_kenya_pair_012,candidate_kenya_pair_015	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ABCA3	1	1	0.192	161.0	0.028	51.0	candidate_kenya_pair_018	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ABCC5	3	3	0.11	52.0	0.047	29.0	candidate_kenya_pair_009,candidate_kenya_pair_010,candidate_kenya_pair_014	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
ABCC9	1	1	0.044	142.0	0.015	109.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ABCD2	1	1	0.319	149.0	0.033	100.0	candidate_kenya_pair_020	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ABCG2	1	2	0.063	102.0	0.012	112.5	candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ABHD12	2	2	0.533	117.0	0.014	108.5	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ABHD15	2	2	0.097	161.0	0.035	49.0	candidate_kenya_pair_007,candidate_kenya_pair_017	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ABR	1	1	0.074	92.0	0.053	25.0	candidate_kenya_pair_017	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ABRA	1	1	0.051	265.0	0.016	92.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADAM33	3	3	0.117	96.0	0.035	33.0	candidate_kenya_pair_007,candidate_kenya_pair_010,candidate_kenya_pair_020	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
ADAMTS2	1	1	0.143	21.0	0.1	15.0	candidate_kenya_pair_005	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADAMTS20	1	1	0.106	55.0	0.063	21.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADAMTS5	1	1	0.295	543.0	0.008078	198.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADAMTSL5	1	1	0.042	103.0	0.029	51.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADCK2	1	1	0.036	221.0	0.012	117.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADCK5	1	1	0.087	262.0	0.011	139.0	candidate_kenya_pair_002	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADCY4	2	2	0.076	92.5	0.025	62.5	candidate_kenya_pair_013,candidate_kenya_pair_014	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ADCY5	3	3	0.099	162.0	0.023	62.0	candidate_kenya_pair_001,candidate_kenya_pair_018,candidate_kenya_pair_019	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ADCY9	4	4	0.112	52.5	0.06	21.5	candidate_kenya_pair_007,candidate_kenya_pair_010,candidate_kenya_pair_015,candidate_kenya_pair_019	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
ADGRA3	1	1	0.103	39.0	0.063	16.0	candidate_kenya_pair_001	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADGRB3	1	1	0.243	60.0	0.033	48.0	candidate_kenya_pair_012	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADGRD2	1	1	0.088	95.0	0.036	35.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ADGRE1	2	3	0.096	53.0	0.048	26.0	candidate_kenya_pair_001,candidate_kenya_pair_003	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
ADGRE2	4	5	0.079	145.0	0.045	28.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_015,candidate_kenya_pair_018	.	0	0	1	1	1	1	2	3	0	0	1	1	1	1	False	.	.	False	6	6
ADGRL2	3	3	0.137	58.0	0.048	25.0	candidate_kenya_pair_001,candidate_kenya_pair_010,candidate_kenya_pair_019	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ADGRV1	4	4	0.07	103.0	0.0265	54.0	candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_014,candidate_kenya_pair_015	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
AFAP1L2	1	1	0.089	209.0	0.009093	169.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
AGBL1	3	3	0.142	153.0	0.023	66.0	candidate_kenya_pair_006,candidate_kenya_pair_010,candidate_kenya_pair_020	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
AHCY	1	1	0.046	174.0	0.021	70.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
AHCYL1	4	4	0.109	46.0	0.038	35.5	candidate_kenya_pair_006,candidate_kenya_pair_008,candidate_kenya_pair_013,candidate_kenya_pair_019	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
AHDC1	1	1	0.051	92.0	0.032	46.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
AICDA	1	2	0.16699999999999998	126.5	0.0425	58.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ANAPC1	3	3	0.099	92.0	0.032	52.0	candidate_kenya_pair_009,candidate_kenya_pair_010,candidate_kenya_pair_012	.	0	0	1	1	2	2	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ANAPC4	3	3	0.1	84.0	0.029	44.0	candidate_kenya_pair_010,candidate_kenya_pair_013,candidate_kenya_pair_014	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
ANAPC7	1	1	0.065	69.0	0.067	19.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ANHX	3	3	0.037	197.0	0.01	140.0	candidate_kenya_pair_013,candidate_kenya_pair_017,candidate_kenya_pair_020	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
ANKDD1B	2	3	0.978	152.0	0.024	66.0	candidate_kenya_pair_006,candidate_kenya_pair_019	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
ANKFN1	1	1	0.089	74.0	0.023	64.0	candidate_kenya_pair_008	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ANKFY1	4	6	0.094	86.5	0.027	54.5	candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_017,candidate_kenya_pair_020	.	0	0	1	1	0	0	4	5	0	0	1	1	1	1	False	.	.	False	6	6
ANKRD17	1	1	0.219	162.0	0.012	130.0	candidate_kenya_pair_008	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ANKRD18A	2	2	0.128	43.0	0.051	28.5	candidate_kenya_pair_018,candidate_kenya_pair_019	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ANKRD30B	3	4	0.151	50.0	0.054	26.5	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_017	.	0	0	1	1	0	0	2	3	0	0	1	1	1	1	False	.	.	False	6	6
ANKRD50	1	1	0.09	46.0	0.019	69.0	candidate_kenya_pair_008	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ANKS3	2	2	0.07400000000000001	70.5	0.0445	33.5	candidate_kenya_pair_009,candidate_kenya_pair_015	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ANKS6	2	3	0.964	178.0	0.018	82.0	candidate_kenya_pair_003,candidate_kenya_pair_006	.	0	0	1	1	0	0	1	2	0	0	1	1	1	1	False	.	.	False	6	6
ANO8	2	2	0.072	133.0	0.027	65.5	candidate_kenya_pair_003,candidate_kenya_pair_018	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ANO9	1	1	0.219	339.0	0.01	158.0	candidate_kenya_pair_009	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
AQP12B	2	2	0.25	223.5	0.0195	89.5	candidate_kenya_pair_006,candidate_kenya_pair_010	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ARHGEF5	2	2	0.1575	58.0	0.0605	23.5	candidate_kenya_pair_007,candidate_kenya_pair_020	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ARID1A	1	1	0.076	67.0	0.023	44.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ARID2	2	2	0.093	155.0	0.04	61.0	candidate_kenya_pair_010,candidate_kenya_pair_020	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ARL13B	1	1	0.124	45.0	0.045	34.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ARL2	1	1	0.31	49.0	0.053	26.0	candidate_kenya_pair_009	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ARL9	2	2	0.275	50.5	0.039	66.0	candidate_kenya_pair_009,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ARMC8	3	3	0.088	56.0	0.071	19.0	candidate_kenya_pair_009,candidate_kenya_pair_018,candidate_kenya_pair_019	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
ARNTL	1	1	0.261	58.0	0.033	48.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ARSD	1	1	0.088	44.0	0.015	81.0	candidate_kenya_pair_008	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ARSG	1	1	0.082	89.0	0.012	129.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ARSI	1	1	0.025	394.0	0.012	263.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ART1	1	1	0.391	378.0	0.005996	254.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ARX	2	2	0.05499999999999999	123.0	0.036500000000000005	55.5	candidate_kenya_pair_009,candidate_kenya_pair_021	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
